pyxis: importing docker image: pytorch/pytorch:1.11.0-cuda11.3-cudnn8-runtime
[2024/02/03 03:30:52] - Namespace(attack='pgd', attack_iters=10, batch_size=128, chkpt_iters=10, cutout=False, cutout_len=None, data_dir='../cifar-data', epochs=200, epsilon=8, eval=False, fgsm_alpha=1.25, fgsm_init='random', fname='cifar_model', half=False, l1=0, l2=0, lr_drop_epoch=100, lr_max=0.1, lr_one_drop=0.01, lr_schedule='piecewise', mixup=False, mixup_alpha=None, model='PreActResNet18', norm='l_inf', pgd_alpha=2, restarts=1, resume=0, seed=0, val=False, width_factor=10)
[2024/02/03 03:30:52] - model: PreActResNet18
[2024/02/03 03:30:52] - l2: 0
[2024/02/03 03:30:52] - l1: 0
[2024/02/03 03:30:52] - batch_size: 128
[2024/02/03 03:30:52] - data_dir: ../cifar-data
[2024/02/03 03:30:52] - epochs: 200
[2024/02/03 03:30:52] - lr_schedule: piecewise
[2024/02/03 03:30:52] - lr_max: 0.1
[2024/02/03 03:30:52] - lr_one_drop: 0.01
[2024/02/03 03:30:52] - lr_drop_epoch: 100
[2024/02/03 03:30:52] - attack: pgd
[2024/02/03 03:30:52] - epsilon: 8
[2024/02/03 03:30:52] - attack_iters: 10
[2024/02/03 03:30:52] - restarts: 1
[2024/02/03 03:30:52] - pgd_alpha: 2
[2024/02/03 03:30:52] - fgsm_alpha: 1.25
[2024/02/03 03:30:52] - norm: l_inf
[2024/02/03 03:30:52] - fgsm_init: random
[2024/02/03 03:30:52] - fname: cifar_model
[2024/02/03 03:30:52] - seed: 0
[2024/02/03 03:30:52] - half: False
[2024/02/03 03:30:52] - width_factor: 10
[2024/02/03 03:30:52] - resume: 0
[2024/02/03 03:30:52] - cutout: False
[2024/02/03 03:30:52] - cutout_len: None
[2024/02/03 03:30:52] - mixup: False
[2024/02/03 03:30:52] - mixup_alpha: None
[2024/02/03 03:30:52] - eval: False
[2024/02/03 03:30:52] - val: False
[2024/02/03 03:30:52] - chkpt_iters: 10
Downloading https://www.cs.toronto.edu/~kriz/cifar-10-python.tar.gz to ../cifar-data/cifar-10-python.tar.gz
  0%|          | 0/170498071 [00:00<?, ?it/s]  0%|          | 8192/170498071 [00:00<36:13, 78423.79it/s]  0%|          | 39936/170498071 [00:00<13:48, 205854.90it/s]  0%|          | 96256/170498071 [00:00<08:08, 348819.55it/s]  0%|          | 208896/170498071 [00:00<04:34, 620787.85it/s]  0%|          | 440320/170498071 [00:00<02:25, 1164987.32it/s]  1%|          | 904192/170498071 [00:00<01:16, 2217815.46it/s]  1%|          | 1824768/170498071 [00:00<00:39, 4257964.54it/s]  2%|▏         | 3672064/170498071 [00:00<00:20, 8302711.61it/s]  4%|▍         | 6808576/170498071 [00:00<00:11, 14703073.76it/s]  6%|▌         | 9944064/170498071 [00:01<00:08, 19036716.11it/s]  8%|▊         | 13064192/170498071 [00:01<00:07, 21961038.65it/s]  9%|▉         | 16192512/170498071 [00:01<00:06, 24007623.53it/s] 11%|█▏        | 19320832/170498071 [00:01<00:05, 25427341.07it/s] 13%|█▎        | 22448128/170498071 [00:01<00:05, 26367263.60it/s] 15%|█▍        | 25511936/170498071 [00:01<00:05, 26892918.80it/s] 17%|█▋        | 28624896/170498071 [00:01<00:05, 27384061.03it/s] 19%|█▊        | 31744000/170498071 [00:01<00:05, 27722379.84it/s] 20%|██        | 34864128/170498071 [00:01<00:04, 27954003.35it/s] 22%|██▏       | 37984256/170498071 [00:02<00:04, 28149790.53it/s] 24%|██▍       | 41104384/170498071 [00:02<00:04, 28274017.49it/s] 26%|██▌       | 44216320/170498071 [00:02<00:04, 28361345.08it/s] 28%|██▊       | 47336448/170498071 [00:02<00:04, 28434552.74it/s] 30%|██▉       | 50440192/170498071 [00:02<00:04, 28444806.78it/s] 31%|███▏      | 53560320/170498071 [00:02<00:04, 28495096.14it/s] 33%|███▎      | 56672256/170498071 [00:02<00:03, 28513077.34it/s] 35%|███▌      | 59688960/170498071 [00:02<00:03, 28979639.11it/s] 37%|███▋      | 62589952/170498071 [00:02<00:03, 28111428.25it/s] 38%|███▊      | 65405952/170498071 [00:03<00:03, 27823781.15it/s] 40%|███▉      | 68191232/170498071 [00:03<00:03, 27143123.21it/s] 42%|████▏     | 70908928/170498071 [00:03<00:03, 26459331.33it/s] 43%|████▎     | 73558016/170498071 [00:03<00:03, 25821729.25it/s] 45%|████▍     | 76312576/170498071 [00:03<00:03, 26017048.00it/s] 47%|████▋     | 79416320/170498071 [00:03<00:03, 26799655.45it/s] 48%|████▊     | 82536448/170498071 [00:03<00:03, 27332355.26it/s] 50%|█████     | 85624832/170498071 [00:03<00:03, 27675427.02it/s] 52%|█████▏    | 88728576/170498071 [00:03<00:02, 27891889.01it/s] 54%|█████▍    | 91832320/170498071 [00:04<00:02, 28029285.74it/s] 56%|█████▌    | 94952448/170498071 [00:04<00:02, 28193042.42it/s] 58%|█████▊    | 98072576/170498071 [00:04<00:02, 28300201.92it/s] 59%|█████▉    | 101176320/170498071 [00:04<00:02, 28285129.33it/s] 61%|██████    | 104288256/170498071 [00:04<00:02, 28364509.22it/s] 63%|██████▎   | 107376640/170498071 [00:04<00:02, 28347692.22it/s] 65%|██████▍   | 110480384/170498071 [00:04<00:02, 28399780.37it/s] 67%|██████▋   | 113560576/170498071 [00:04<00:02, 28335414.02it/s] 68%|██████▊   | 116664320/170498071 [00:04<00:01, 28383742.51it/s] 70%|███████   | 119784448/170498071 [00:04<00:01, 28459479.94it/s] 72%|███████▏  | 122904576/170498071 [00:05<00:01, 28498647.75it/s] 74%|███████▍  | 126008320/170498071 [00:05<00:01, 28518728.84it/s] 76%|███████▌  | 128884736/170498071 [00:05<00:01, 28588010.64it/s] 77%|███████▋  | 131744768/170498071 [00:05<00:01, 27743901.72it/s] 79%|███████▉  | 134776832/170498071 [00:05<00:01, 28396249.60it/s] 81%|████████  | 137621504/170498071 [00:05<00:01, 27872982.83it/s] 82%|████████▏ | 140412928/170498071 [00:05<00:01, 27110256.96it/s] 84%|████████▍ | 143128576/170498071 [00:05<00:01, 26436053.16it/s] 86%|████████▌ | 145776640/170498071 [00:05<00:00, 26298362.33it/s] 87%|████████▋ | 148775936/170498071 [00:06<00:00, 27027184.43it/s] 89%|████████▉ | 151896064/170498071 [00:06<00:00, 27505836.88it/s] 91%|█████████ | 155016192/170498071 [00:06<00:00, 27835739.96it/s] 93%|█████████▎| 158119936/170498071 [00:06<00:00, 27987901.80it/s] 95%|█████████▍| 161224704/170498071 [00:06<00:00, 28113805.92it/s] 96%|█████████▋| 164344832/170498071 [00:06<00:00, 28240292.37it/s] 98%|█████████▊| 167448576/170498071 [00:06<00:00, 28295564.02it/s]170499072it [00:06, 25115794.83it/s]                               
[2024/02/03 03:31:04] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
Extracting ../cifar-data/cifar-10-python.tar.gz to ../cifar-data
Files already downloaded and verified
[2024/02/03 03:33:20] - 0 	 117.0 	 	 19.7 	 	 0.1000 	 2.0081 	 0.2629 	 2.1792 	 	 0.1891 	 	 1.8218 	 0.3461 	 2.0299 	 	 0.2569
[2024/02/03 03:35:38] - 1 	 115.6 	 	 21.7 	 	 0.1000 	 1.7445 	 0.3781 	 2.0036 	 	 0.2541 	 	 1.6495 	 0.4427 	 1.9007 	 	 0.2938
[2024/02/03 03:37:49] - 2 	 110.3 	 	 20.3 	 	 0.1000 	 1.6298 	 0.4268 	 1.9334 	 	 0.2755 	 	 1.5588 	 0.4528 	 1.8532 	 	 0.3079
[2024/02/03 03:39:59] - 3 	 109.8 	 	 20.2 	 	 0.1000 	 1.5325 	 0.4716 	 1.8747 	 	 0.2987 	 	 1.4618 	 0.4920 	 1.8103 	 	 0.3194
[2024/02/03 03:42:09] - 4 	 109.5 	 	 20.9 	 	 0.1000 	 1.4542 	 0.5073 	 1.8290 	 	 0.3149 	 	 1.3316 	 0.5288 	 1.7007 	 	 0.3591
[2024/02/03 03:44:21] - 5 	 110.5 	 	 21.4 	 	 0.1000 	 1.3828 	 0.5415 	 1.7854 	 	 0.3346 	 	 1.2777 	 0.5869 	 1.6725 	 	 0.3582
[2024/02/03 03:46:32] - 6 	 110.7 	 	 20.0 	 	 0.1000 	 1.3223 	 0.5717 	 1.7465 	 	 0.3459 	 	 1.2012 	 0.6202 	 1.6444 	 	 0.3838
[2024/02/03 03:48:43] - 7 	 110.6 	 	 20.4 	 	 0.1000 	 1.2748 	 0.5929 	 1.7182 	 	 0.3566 	 	 1.2435 	 0.5972 	 1.6314 	 	 0.3976
[2024/02/03 03:50:54] - 8 	 110.1 	 	 20.9 	 	 0.1000 	 1.2344 	 0.6090 	 1.6923 	 	 0.3618 	 	 1.2072 	 0.5995 	 1.6506 	 	 0.3700
[2024/02/03 03:53:05] - 9 	 110.8 	 	 20.6 	 	 0.1000 	 1.2011 	 0.6289 	 1.6722 	 	 0.3720 	 	 1.1921 	 0.6113 	 1.6053 	 	 0.3993
[2024/02/03 03:55:17] - 10 	 111.4 	 	 20.4 	 	 0.1000 	 1.1766 	 0.6379 	 1.6568 	 	 0.3795 	 	 1.2622 	 0.5976 	 1.6677 	 	 0.3991
[2024/02/03 03:57:26] - 11 	 108.1 	 	 20.2 	 	 0.1000 	 1.1543 	 0.6474 	 1.6428 	 	 0.3854 	 	 1.0732 	 0.6572 	 1.5829 	 	 0.4051
[2024/02/03 03:59:37] - 12 	 110.4 	 	 20.4 	 	 0.1000 	 1.1347 	 0.6553 	 1.6290 	 	 0.3896 	 	 1.1451 	 0.6549 	 1.5737 	 	 0.4152
[2024/02/03 04:01:47] - 13 	 110.0 	 	 20.2 	 	 0.1000 	 1.1174 	 0.6645 	 1.6172 	 	 0.3956 	 	 1.0218 	 0.6594 	 1.5457 	 	 0.4201
[2024/02/03 04:03:59] - 14 	 111.6 	 	 20.3 	 	 0.1000 	 1.0945 	 0.6739 	 1.6021 	 	 0.3977 	 	 1.1039 	 0.6612 	 1.5492 	 	 0.4217
[2024/02/03 04:06:09] - 15 	 109.0 	 	 21.1 	 	 0.1000 	 1.0783 	 0.6813 	 1.5907 	 	 0.4043 	 	 1.0808 	 0.6516 	 1.5802 	 	 0.4075
[2024/02/03 04:08:23] - 16 	 113.9 	 	 20.3 	 	 0.1000 	 1.0687 	 0.6843 	 1.5837 	 	 0.4047 	 	 1.0687 	 0.6637 	 1.5310 	 	 0.4207
[2024/02/03 04:10:34] - 17 	 110.2 	 	 20.6 	 	 0.1000 	 1.0613 	 0.6870 	 1.5782 	 	 0.4079 	 	 1.1045 	 0.6286 	 1.5736 	 	 0.4139
[2024/02/03 04:12:46] - 18 	 111.2 	 	 21.1 	 	 0.1000 	 1.0461 	 0.6912 	 1.5677 	 	 0.4121 	 	 1.0157 	 0.6607 	 1.5546 	 	 0.4100
[2024/02/03 04:14:58] - 19 	 110.8 	 	 20.3 	 	 0.1000 	 1.0371 	 0.6972 	 1.5621 	 	 0.4159 	 	 1.0259 	 0.6699 	 1.5170 	 	 0.4317
[2024/02/03 04:17:10] - 20 	 111.2 	 	 20.9 	 	 0.1000 	 1.0250 	 0.7016 	 1.5516 	 	 0.4191 	 	 0.9826 	 0.6787 	 1.5199 	 	 0.4388
[2024/02/03 04:19:20] - 21 	 110.5 	 	 20.0 	 	 0.1000 	 1.0179 	 0.7026 	 1.5459 	 	 0.4221 	 	 0.9720 	 0.6983 	 1.5358 	 	 0.4282
[2024/02/03 04:21:30] - 22 	 109.6 	 	 20.4 	 	 0.1000 	 1.0095 	 0.7097 	 1.5436 	 	 0.4208 	 	 0.9968 	 0.6791 	 1.5354 	 	 0.4179
[2024/02/03 04:23:42] - 23 	 111.4 	 	 20.3 	 	 0.1000 	 1.0049 	 0.7102 	 1.5385 	 	 0.4226 	 	 0.9659 	 0.6833 	 1.6017 	 	 0.4057
[2024/02/03 04:25:53] - 24 	 110.0 	 	 21.1 	 	 0.1000 	 0.9989 	 0.7138 	 1.5336 	 	 0.4225 	 	 0.9556 	 0.6915 	 1.5166 	 	 0.4388
[2024/02/03 04:28:06] - 25 	 112.3 	 	 20.6 	 	 0.1000 	 0.9851 	 0.7193 	 1.5260 	 	 0.4264 	 	 0.9836 	 0.7067 	 1.4989 	 	 0.4410
[2024/02/03 04:30:21] - 26 	 113.1 	 	 21.2 	 	 0.1000 	 0.9885 	 0.7162 	 1.5263 	 	 0.4243 	 	 0.9438 	 0.6878 	 1.4772 	 	 0.4387
[2024/02/03 04:32:32] - 27 	 110.7 	 	 21.2 	 	 0.1000 	 0.9794 	 0.7204 	 1.5195 	 	 0.4307 	 	 0.9320 	 0.7037 	 1.5120 	 	 0.4309
[2024/02/03 04:34:45] - 28 	 112.4 	 	 20.4 	 	 0.1000 	 0.9756 	 0.7231 	 1.5174 	 	 0.4304 	 	 0.9622 	 0.7170 	 1.4914 	 	 0.4416
[2024/02/03 04:36:57] - 29 	 110.8 	 	 20.6 	 	 0.1000 	 0.9690 	 0.7251 	 1.5110 	 	 0.4324 	 	 0.9600 	 0.7140 	 1.4705 	 	 0.4561
[2024/02/03 04:39:08] - 30 	 110.8 	 	 20.1 	 	 0.1000 	 0.9618 	 0.7274 	 1.5067 	 	 0.4350 	 	 0.9112 	 0.7323 	 1.4410 	 	 0.4610
[2024/02/03 04:41:22] - 31 	 113.1 	 	 20.4 	 	 0.1000 	 0.9581 	 0.7299 	 1.5053 	 	 0.4356 	 	 0.9662 	 0.7118 	 1.4635 	 	 0.4535
[2024/02/03 04:43:33] - 32 	 110.9 	 	 20.5 	 	 0.1000 	 0.9578 	 0.7300 	 1.5034 	 	 0.4349 	 	 0.9477 	 0.7278 	 1.4622 	 	 0.4519
[2024/02/03 04:45:45] - 33 	 110.8 	 	 21.4 	 	 0.1000 	 0.9547 	 0.7299 	 1.5015 	 	 0.4386 	 	 0.9301 	 0.7109 	 1.4797 	 	 0.4463
