pyxis: importing docker image: pytorch/pytorch:1.11.0-cuda11.3-cudnn8-runtime
[2024/02/01 22:52:52] - Namespace(attack='pgd', attack_iters=10, batch_size=128, chkpt_iters=10, cutout=False, cutout_len=None, data_dir='../cifar-data', epochs=200, epsilon=8, eval=False, fgsm_alpha=1.25, fgsm_init='random', fname='cifar_model', half=False, l1=0, l2=0, lr_drop_epoch=100, lr_max=0.1, lr_one_drop=0.01, lr_schedule='piecewise', mixup=False, mixup_alpha=None, model='PreActResNet18', norm='l_inf', pgd_alpha=2, restarts=1, resume=0, seed=0, val=False, width_factor=10)
[2024/02/01 22:52:52] - model: PreActResNet18
[2024/02/01 22:52:52] - l2: 0
[2024/02/01 22:52:52] - l1: 0
[2024/02/01 22:52:52] - batch_size: 128
[2024/02/01 22:52:52] - data_dir: ../cifar-data
[2024/02/01 22:52:52] - epochs: 200
[2024/02/01 22:52:52] - lr_schedule: piecewise
[2024/02/01 22:52:52] - lr_max: 0.1
[2024/02/01 22:52:52] - lr_one_drop: 0.01
[2024/02/01 22:52:52] - lr_drop_epoch: 100
[2024/02/01 22:52:52] - attack: pgd
[2024/02/01 22:52:52] - epsilon: 8
[2024/02/01 22:52:52] - attack_iters: 10
[2024/02/01 22:52:52] - restarts: 1
[2024/02/01 22:52:52] - pgd_alpha: 2
[2024/02/01 22:52:52] - fgsm_alpha: 1.25
[2024/02/01 22:52:52] - norm: l_inf
[2024/02/01 22:52:52] - fgsm_init: random
[2024/02/01 22:52:52] - fname: cifar_model
[2024/02/01 22:52:52] - seed: 0
[2024/02/01 22:52:52] - half: False
[2024/02/01 22:52:52] - width_factor: 10
[2024/02/01 22:52:52] - resume: 0
[2024/02/01 22:52:52] - cutout: False
[2024/02/01 22:52:52] - cutout_len: None
[2024/02/01 22:52:52] - mixup: False
[2024/02/01 22:52:52] - mixup_alpha: None
[2024/02/01 22:52:52] - eval: False
[2024/02/01 22:52:52] - val: False
[2024/02/01 22:52:52] - chkpt_iters: 10
Downloading https://www.cs.toronto.edu/~kriz/cifar-10-python.tar.gz to ../cifar-data/cifar-10-python.tar.gz
  0%|          | 0/170498071 [00:00<?, ?it/s]  0%|          | 39936/170498071 [00:00<14:28, 196176.26it/s]  0%|          | 96256/170498071 [00:00<08:28, 334927.49it/s]  0%|          | 208896/170498071 [00:00<04:42, 601942.62it/s]  0%|          | 440320/170498071 [00:00<02:29, 1138656.43it/s]  1%|          | 904192/170498071 [00:00<01:17, 2181781.85it/s]  1%|          | 1824768/170498071 [00:00<00:40, 4209000.77it/s]  2%|▏         | 3672064/170498071 [00:00<00:20, 8228788.83it/s]  4%|▎         | 6384640/170498071 [00:00<00:12, 13389794.36it/s]  6%|▌         | 9504768/170498071 [00:01<00:08, 18082289.58it/s]  7%|▋         | 12640256/170498071 [00:01<00:07, 21324374.31it/s]  9%|▉         | 15760384/170498071 [00:01<00:06, 23530606.72it/s] 11%|█         | 18888704/170498071 [00:01<00:06, 25072016.32it/s] 13%|█▎        | 22024192/170498071 [00:01<00:05, 26105238.33it/s] 15%|█▍        | 25152512/170498071 [00:01<00:05, 26927641.44it/s] 17%|█▋        | 28272640/170498071 [00:01<00:05, 27451210.55it/s] 18%|█▊        | 31408128/170498071 [00:01<00:04, 27818914.69it/s] 20%|██        | 34536448/170498071 [00:01<00:04, 28057366.52it/s] 22%|██▏       | 37592064/170498071 [00:02<00:04, 28039757.58it/s] 24%|██▍       | 40688640/170498071 [00:02<00:04, 28151556.89it/s] 26%|██▌       | 43800576/170498071 [00:02<00:04, 28242800.98it/s] 27%|██▋       | 46872576/170498071 [00:02<00:04, 28223248.92it/s] 29%|██▉       | 49992704/170498071 [00:02<00:04, 28321287.01it/s] 31%|███       | 53112832/170498071 [00:02<00:04, 28404330.05it/s] 33%|███▎      | 56208384/170498071 [00:02<00:04, 28393167.42it/s] 35%|███▍      | 59312128/170498071 [00:02<00:03, 28413495.94it/s] 37%|███▋      | 62408704/170498071 [00:02<00:03, 28406213.62it/s] 38%|███▊      | 65488896/170498071 [00:03<00:03, 28345039.91it/s] 40%|████      | 68324352/170498071 [00:03<00:03, 27460886.25it/s] 42%|████▏     | 71128064/170498071 [00:03<00:03, 26879064.20it/s] 44%|████▎     | 74240000/170498071 [00:03<00:03, 27377802.83it/s] 45%|████▌     | 77351936/170498071 [00:03<00:03, 27705521.29it/s] 47%|████▋     | 80423936/170498071 [00:03<00:03, 28551973.36it/s] 49%|████▉     | 83286016/170498071 [00:03<00:03, 27721756.61it/s] 50%|█████     | 86065152/170498071 [00:03<00:03, 26978827.65it/s] 52%|█████▏    | 88768512/170498071 [00:03<00:03, 26318451.18it/s] 54%|█████▍    | 91736064/170498071 [00:04<00:02, 26909273.29it/s] 56%|█████▌    | 94800896/170498071 [00:04<00:02, 27884941.81it/s] 57%|█████▋    | 97642496/170498071 [00:04<00:02, 28037722.84it/s] 59%|█████▉    | 100720640/170498071 [00:04<00:02, 28275644.02it/s] 61%|██████    | 103816192/170498071 [00:04<00:02, 28301430.10it/s] 63%|██████▎   | 106936320/170498071 [00:04<00:02, 28393429.04it/s] 65%|██████▍   | 110056448/170498071 [00:04<00:02, 28445930.33it/s] 66%|██████▋   | 113152000/170498071 [00:04<00:02, 28409411.63it/s] 68%|██████▊   | 116256768/170498071 [00:04<00:01, 28428739.42it/s] 70%|██████▉   | 119100416/170498071 [00:04<00:01, 28322392.41it/s] 72%|███████▏  | 121932800/170498071 [00:05<00:01, 27825561.02it/s] 73%|███████▎  | 125016064/170498071 [00:05<00:01, 28002186.61it/s] 75%|███████▌  | 128128000/170498071 [00:05<00:01, 28150524.79it/s] 77%|███████▋  | 130942976/170498071 [00:05<00:01, 27968887.54it/s] 78%|███████▊  | 133739520/170498071 [00:05<00:01, 27070861.76it/s] 80%|████████  | 136449024/170498071 [00:05<00:01, 26535323.19it/s] 82%|████████▏ | 139152384/170498071 [00:05<00:01, 26542093.27it/s] 83%|████████▎ | 142216192/170498071 [00:05<00:01, 27533558.67it/s] 85%|████████▌ | 145208320/170498071 [00:05<00:00, 27913591.72it/s] 87%|████████▋ | 148320256/170498071 [00:06<00:00, 28108994.51it/s] 89%|████████▉ | 151440384/170498071 [00:06<00:00, 28248852.69it/s] 91%|█████████ | 154560512/170498071 [00:06<00:00, 28345810.69it/s] 92%|█████████▏| 157664256/170498071 [00:06<00:00, 28368008.86it/s] 94%|█████████▍| 160736256/170498071 [00:06<00:00, 28303314.63it/s] 96%|█████████▌| 163856384/170498071 [00:06<00:00, 28378752.88it/s] 98%|█████████▊| 166960128/170498071 [00:06<00:00, 29124805.67it/s]100%|█████████▉| 169877504/170498071 [00:06<00:00, 28246318.03it/s]170499072it [00:06, 24973531.45it/s]                               
[2024/02/01 22:53:06] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
Extracting ../cifar-data/cifar-10-python.tar.gz to ../cifar-data
Files already downloaded and verified
[2024/02/01 22:55:18] - 0 	 113.1 	 	 18.8 	 	 0.1000 	 2.0088 	 0.2631 	 2.1796 	 	 0.1894 	 	 1.8276 	 0.3461 	 2.0315 	 	 0.2589
[2024/02/01 22:57:22] - 1 	 104.5 	 	 19.7 	 	 0.1000 	 1.7441 	 0.3781 	 2.0035 	 	 0.2534 	 	 1.6418 	 0.4435 	 1.8971 	 	 0.2910
[2024/02/01 22:59:23] - 2 	 101.5 	 	 19.1 	 	 0.1000 	 1.6283 	 0.4287 	 1.9326 	 	 0.2759 	 	 1.5575 	 0.4530 	 1.8526 	 	 0.3088
[2024/02/01 23:01:25] - 3 	 103.6 	 	 18.6 	 	 0.1000 	 1.5307 	 0.4727 	 1.8738 	 	 0.2976 	 	 1.4518 	 0.4961 	 1.8090 	 	 0.3214
[2024/02/01 23:03:26] - 4 	 102.3 	 	 18.8 	 	 0.1000 	 1.4518 	 0.5078 	 1.8277 	 	 0.3151 	 	 1.3279 	 0.5314 	 1.7015 	 	 0.3596
[2024/02/01 23:05:28] - 5 	 102.6 	 	 19.1 	 	 0.1000 	 1.3814 	 0.5417 	 1.7846 	 	 0.3349 	 	 1.2781 	 0.5839 	 1.6731 	 	 0.3584
[2024/02/01 23:07:29] - 6 	 101.7 	 	 18.8 	 	 0.1000 	 1.3201 	 0.5730 	 1.7455 	 	 0.3472 	 	 1.2030 	 0.6172 	 1.6426 	 	 0.3847
[2024/02/01 23:09:31] - 7 	 103.7 	 	 18.8 	 	 0.1000 	 1.2732 	 0.5937 	 1.7174 	 	 0.3569 	 	 1.2363 	 0.5976 	 1.6292 	 	 0.3975
[2024/02/01 23:11:33] - 8 	 103.0 	 	 18.6 	 	 0.1000 	 1.2327 	 0.6095 	 1.6909 	 	 0.3629 	 	 1.2068 	 0.5986 	 1.6448 	 	 0.3721
[2024/02/01 23:13:34] - 9 	 101.9 	 	 19.3 	 	 0.1000 	 1.2003 	 0.6284 	 1.6719 	 	 0.3716 	 	 1.1841 	 0.6219 	 1.5923 	 	 0.4011
[2024/02/01 23:15:36] - 10 	 101.9 	 	 19.6 	 	 0.1000 	 1.1740 	 0.6380 	 1.6548 	 	 0.3811 	 	 1.2591 	 0.5955 	 1.6682 	 	 0.3975
[2024/02/01 23:17:36] - 11 	 101.2 	 	 19.2 	 	 0.1000 	 1.1529 	 0.6485 	 1.6420 	 	 0.3863 	 	 1.0616 	 0.6589 	 1.5792 	 	 0.4098
[2024/02/01 23:19:39] - 12 	 103.5 	 	 19.2 	 	 0.1000 	 1.1313 	 0.6584 	 1.6270 	 	 0.3912 	 	 1.1509 	 0.6549 	 1.5745 	 	 0.4158
[2024/02/01 23:21:40] - 13 	 101.7 	 	 19.6 	 	 0.1000 	 1.1140 	 0.6664 	 1.6150 	 	 0.3955 	 	 1.0364 	 0.6518 	 1.5520 	 	 0.4189
[2024/02/01 23:23:40] - 14 	 100.6 	 	 19.1 	 	 0.1000 	 1.0924 	 0.6757 	 1.6008 	 	 0.3973 	 	 1.1011 	 0.6588 	 1.5540 	 	 0.4165
[2024/02/01 23:25:38] - 15 	 99.8 	 	 18.6 	 	 0.1000 	 1.0790 	 0.6818 	 1.5911 	 	 0.4032 	 	 1.0819 	 0.6528 	 1.5727 	 	 0.4110
[2024/02/01 23:27:38] - 16 	 101.1 	 	 18.5 	 	 0.1000 	 1.0666 	 0.6847 	 1.5828 	 	 0.4055 	 	 1.0636 	 0.6654 	 1.5338 	 	 0.4223
[2024/02/01 23:29:39] - 17 	 102.4 	 	 19.1 	 	 0.1000 	 1.0595 	 0.6863 	 1.5777 	 	 0.4076 	 	 1.0907 	 0.6338 	 1.5706 	 	 0.4146
[2024/02/01 23:31:41] - 18 	 102.5 	 	 18.7 	 	 0.1000 	 1.0472 	 0.6927 	 1.5687 	 	 0.4116 	 	 1.0125 	 0.6650 	 1.5529 	 	 0.4152
[2024/02/01 23:33:44] - 19 	 104.6 	 	 18.6 	 	 0.1000 	 1.0348 	 0.6998 	 1.5605 	 	 0.4152 	 	 1.0206 	 0.6690 	 1.5080 	 	 0.4385
[2024/02/01 23:35:44] - 20 	 101.0 	 	 18.5 	 	 0.1000 	 1.0246 	 0.7009 	 1.5515 	 	 0.4202 	 	 0.9865 	 0.6747 	 1.5211 	 	 0.4328
[2024/02/01 23:37:45] - 21 	 101.9 	 	 19.1 	 	 0.1000 	 1.0170 	 0.7034 	 1.5457 	 	 0.4218 	 	 0.9712 	 0.6956 	 1.5315 	 	 0.4327
[2024/02/01 23:39:49] - 22 	 105.3 	 	 19.4 	 	 0.1000 	 1.0093 	 0.7109 	 1.5438 	 	 0.4205 	 	 0.9955 	 0.6734 	 1.5220 	 	 0.4253
[2024/02/01 23:41:53] - 23 	 105.2 	 	 18.4 	 	 0.1000 	 1.0038 	 0.7099 	 1.5377 	 	 0.4221 	 	 0.9548 	 0.6828 	 1.5767 	 	 0.4196
[2024/02/01 23:43:53] - 24 	 100.3 	 	 19.3 	 	 0.1000 	 0.9975 	 0.7148 	 1.5334 	 	 0.4245 	 	 0.9699 	 0.6810 	 1.5323 	 	 0.4370
[2024/02/01 23:45:56] - 25 	 104.0 	 	 19.3 	 	 0.1000 	 0.9848 	 0.7197 	 1.5254 	 	 0.4272 	 	 0.9879 	 0.7005 	 1.5157 	 	 0.4328
[2024/02/01 23:47:58] - 26 	 103.2 	 	 19.1 	 	 0.1000 	 0.9881 	 0.7156 	 1.5255 	 	 0.4272 	 	 0.9419 	 0.6851 	 1.4855 	 	 0.4352
[2024/02/01 23:49:59] - 27 	 101.4 	 	 18.9 	 	 0.1000 	 0.9807 	 0.7201 	 1.5207 	 	 0.4310 	 	 0.9130 	 0.7123 	 1.5166 	 	 0.4280
[2024/02/01 23:52:01] - 28 	 102.3 	 	 19.8 	 	 0.1000 	 0.9733 	 0.7268 	 1.5158 	 	 0.4301 	 	 0.9735 	 0.7126 	 1.4988 	 	 0.4410
[2024/02/01 23:54:01] - 29 	 100.9 	 	 19.4 	 	 0.1000 	 0.9696 	 0.7245 	 1.5124 	 	 0.4327 	 	 0.9707 	 0.7042 	 1.4826 	 	 0.4575
[2024/02/01 23:56:06] - 30 	 105.6 	 	 19.0 	 	 0.1000 	 0.9622 	 0.7277 	 1.5065 	 	 0.4353 	 	 0.9215 	 0.7229 	 1.4449 	 	 0.4611
[2024/02/01 23:58:13] - 31 	 107.2 	 	 20.1 	 	 0.1000 	 0.9579 	 0.7316 	 1.5057 	 	 0.4329 	 	 0.9567 	 0.7164 	 1.4581 	 	 0.4521
[2024/02/02 00:00:16] - 32 	 103.4 	 	 19.1 	 	 0.1000 	 0.9578 	 0.7310 	 1.5025 	 	 0.4348 	 	 0.9549 	 0.7232 	 1.4738 	 	 0.4406
[2024/02/02 00:02:22] - 33 	 107.9 	 	 18.9 	 	 0.1000 	 0.9544 	 0.7305 	 1.5015 	 	 0.4375 	 	 0.9464 	 0.7029 	 1.4889 	 	 0.4412
