pyxis: importing docker image: pytorch/pytorch:1.11.0-cuda11.3-cudnn8-runtime
[2024/02/06 01:05:38] - Namespace(attack='pgd', attack_iters=10, batch_size=128, chkpt_iters=10, cutout=False, cutout_len=None, data_dir='../cifar-data', epochs=200, epsilon=8, eval=False, fgsm_alpha=1.25, fgsm_init='random', fname='cifar_model', half=False, l1=0, l2=0, lr_drop_epoch=100, lr_max=0.1, lr_one_drop=0.01, lr_schedule='linear', mixup=False, mixup_alpha=None, model='PreActResNet18', norm='l_inf', pgd_alpha=2, restarts=1, resume=0, seed=0, val=False, width_factor=10)
[2024/02/06 01:05:38] - model: PreActResNet18
[2024/02/06 01:05:38] - l2: 0
[2024/02/06 01:05:38] - l1: 0
[2024/02/06 01:05:38] - batch_size: 128
[2024/02/06 01:05:38] - data_dir: ../cifar-data
[2024/02/06 01:05:38] - epochs: 200
[2024/02/06 01:05:38] - lr_schedule: linear
[2024/02/06 01:05:38] - lr_max: 0.1
[2024/02/06 01:05:38] - lr_one_drop: 0.01
[2024/02/06 01:05:38] - lr_drop_epoch: 100
[2024/02/06 01:05:38] - attack: pgd
[2024/02/06 01:05:38] - epsilon: 8
[2024/02/06 01:05:38] - attack_iters: 10
[2024/02/06 01:05:38] - restarts: 1
[2024/02/06 01:05:38] - pgd_alpha: 2
[2024/02/06 01:05:38] - fgsm_alpha: 1.25
[2024/02/06 01:05:38] - norm: l_inf
[2024/02/06 01:05:38] - fgsm_init: random
[2024/02/06 01:05:38] - fname: cifar_model
[2024/02/06 01:05:38] - seed: 0
[2024/02/06 01:05:38] - half: False
[2024/02/06 01:05:38] - width_factor: 10
[2024/02/06 01:05:38] - resume: 0
[2024/02/06 01:05:38] - cutout: False
[2024/02/06 01:05:38] - cutout_len: None
[2024/02/06 01:05:38] - mixup: False
[2024/02/06 01:05:38] - mixup_alpha: None
[2024/02/06 01:05:38] - eval: False
[2024/02/06 01:05:38] - val: False
[2024/02/06 01:05:38] - chkpt_iters: 10
Downloading https://www.cs.toronto.edu/~kriz/cifar-10-python.tar.gz to ../cifar-data/cifar-10-python.tar.gz
  0%|          | 0/170498071 [00:00<?, ?it/s]  0%|          | 8192/170498071 [00:00<40:23, 70358.55it/s]  0%|          | 39936/170498071 [00:00<15:15, 186264.77it/s]  0%|          | 96256/170498071 [00:00<08:58, 316700.06it/s]  0%|          | 208896/170498071 [00:00<05:01, 565197.73it/s]  0%|          | 440320/170498071 [00:00<02:40, 1060278.52it/s]  1%|          | 904192/170498071 [00:00<01:24, 2018969.91it/s]  1%|          | 1824768/170498071 [00:00<00:43, 3879443.80it/s]  2%|▏         | 3672064/170498071 [00:00<00:22, 7559895.34it/s]  4%|▍         | 6640640/170498071 [00:01<00:12, 12817142.61it/s]  6%|▌         | 9624576/170498071 [00:01<00:09, 16403975.29it/s]  7%|▋         | 12760064/170498071 [00:01<00:08, 19357415.27it/s]  9%|▉         | 15880192/170498071 [00:01<00:07, 21382060.57it/s] 11%|█         | 19000320/170498071 [00:01<00:06, 22795490.47it/s] 13%|█▎        | 22136832/170498071 [00:01<00:06, 23800155.10it/s] 15%|█▍        | 25264128/170498071 [00:01<00:06, 23715926.78it/s] 17%|█▋        | 28400640/170498071 [00:01<00:05, 24440271.79it/s] 18%|█▊        | 31520768/170498071 [00:02<00:05, 25756953.85it/s] 20%|██        | 34648064/170498071 [00:02<00:05, 25865209.50it/s] 22%|██▏       | 37744640/170498071 [00:02<00:05, 25856452.30it/s] 24%|██▍       | 40832000/170498071 [00:02<00:05, 25838055.59it/s] 26%|██▌       | 43943936/170498071 [00:02<00:04, 25896238.52it/s] 28%|██▊       | 47048704/170498071 [00:02<00:04, 25894471.83it/s] 29%|██▉       | 50168832/170498071 [00:02<00:04, 25927438.39it/s] 31%|███       | 53272576/170498071 [00:02<00:04, 25928854.49it/s] 33%|███▎      | 56359936/170498071 [00:02<00:04, 25867571.72it/s] 35%|███▍      | 59456512/170498071 [00:03<00:04, 25847977.31it/s] 37%|███▋      | 62576640/170498071 [00:03<00:04, 25899354.57it/s] 38%|███▊      | 65352704/170498071 [00:03<00:03, 26354583.24it/s] 40%|███▉      | 67994624/170498071 [00:03<00:03, 25629366.03it/s] 41%|████▏     | 70560768/170498071 [00:03<00:04, 24192086.31it/s] 43%|████▎     | 72989696/170498071 [00:03<00:04, 23267561.65it/s] 45%|████▍     | 75943936/170498071 [00:03<00:04, 23563160.77it/s] 46%|████▋     | 79048704/170498071 [00:03<00:03, 24277506.87it/s] 48%|████▊     | 82168832/170498071 [00:04<00:03, 24807519.36it/s] 50%|█████     | 85287936/170498071 [00:04<00:03, 25166582.31it/s] 52%|█████▏    | 88368128/170498071 [00:04<00:03, 25345885.35it/s] 54%|█████▎    | 91472896/170498071 [00:04<00:03, 25508029.09it/s] 55%|█████▌    | 94552064/170498071 [00:04<00:02, 26898489.46it/s] 57%|█████▋    | 97272832/170498071 [00:04<00:02, 26971835.36it/s] 59%|█████▊    | 99984384/170498071 [00:04<00:02, 26700753.80it/s] 60%|██████    | 102663168/170498071 [00:04<00:02, 26095321.67it/s] 62%|██████▏   | 105279488/170498071 [00:04<00:02, 25171082.87it/s] 63%|██████▎   | 107804672/170498071 [00:05<00:02, 23819309.84it/s] 65%|██████▍   | 110416896/170498071 [00:05<00:02, 24357260.65it/s] 66%|██████▋   | 113312768/170498071 [00:05<00:02, 25397884.76it/s] 68%|██████▊   | 116304896/170498071 [00:05<00:02, 25949011.57it/s] 70%|███████   | 119360512/170498071 [00:05<00:01, 27109185.53it/s] 72%|███████▏  | 122083328/170498071 [00:05<00:01, 26226399.50it/s] 73%|███████▎  | 124718080/170498071 [00:05<00:01, 25394516.19it/s] 75%|███████▍  | 127267840/170498071 [00:05<00:01, 24810221.91it/s] 76%|███████▌  | 129756160/170498071 [00:05<00:01, 23600101.27it/s] 78%|███████▊  | 132391936/170498071 [00:06<00:01, 24357821.32it/s] 79%|███████▉  | 135360512/170498071 [00:06<00:01, 25770682.07it/s] 81%|████████  | 137955328/170498071 [00:06<00:01, 20895492.81it/s] 82%|████████▏ | 140224512/170498071 [00:06<00:01, 20500787.57it/s] 84%|████████▍ | 143344640/170498071 [00:06<00:01, 22079910.83it/s] 86%|████████▌ | 146480128/170498071 [00:06<00:01, 23284114.14it/s] 88%|████████▊ | 149600256/170498071 [00:06<00:00, 24105084.29it/s] 90%|████████▉ | 152736768/170498071 [00:06<00:00, 24725104.31it/s] 91%|█████████▏| 155864064/170498071 [00:07<00:00, 25133895.80it/s] 93%|█████████▎| 158984192/170498071 [00:07<00:00, 25406445.16it/s] 95%|█████████▌| 162096128/170498071 [00:07<00:00, 25571639.81it/s] 97%|█████████▋| 165208064/170498071 [00:07<00:00, 25677971.32it/s] 99%|█████████▊| 168312832/170498071 [00:07<00:00, 25620879.88it/s]170499072it [00:07, 22543993.53it/s]                               
[2024/02/06 01:05:50] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
Extracting ../cifar-data/cifar-10-python.tar.gz to ../cifar-data
Files already downloaded and verified
[2024/02/06 01:08:02] - 0 	 113.0 	 	 18.9 	 	 0.1000 	 2.0081 	 0.2636 	 2.1792 	 	 0.1887 	 	 1.8252 	 0.3454 	 2.0332 	 	 0.2563
[2024/02/06 01:10:05] - 1 	 103.2 	 	 19.9 	 	 0.1000 	 1.7428 	 0.3791 	 2.0031 	 	 0.2540 	 	 1.6460 	 0.4450 	 1.8991 	 	 0.2892
[2024/02/06 01:12:07] - 2 	 102.6 	 	 19.0 	 	 0.1000 	 1.6278 	 0.4289 	 1.9330 	 	 0.2765 	 	 1.5613 	 0.4499 	 1.8555 	 	 0.3067
[2024/02/06 01:14:11] - 3 	 104.3 	 	 19.1 	 	 0.1000 	 1.5298 	 0.4736 	 1.8735 	 	 0.2986 	 	 1.4589 	 0.4900 	 1.8128 	 	 0.3185
[2024/02/06 01:16:16] - 4 	 105.7 	 	 20.0 	 	 0.1000 	 1.4517 	 0.5090 	 1.8278 	 	 0.3164 	 	 1.3236 	 0.5378 	 1.6980 	 	 0.3592
[2024/02/06 01:18:20] - 5 	 103.9 	 	 19.2 	 	 0.1000 	 1.3798 	 0.5441 	 1.7840 	 	 0.3347 	 	 1.2777 	 0.5848 	 1.6721 	 	 0.3612
[2024/02/06 01:20:23] - 6 	 103.4 	 	 19.6 	 	 0.1000 	 1.3206 	 0.5729 	 1.7458 	 	 0.3464 	 	 1.2093 	 0.6155 	 1.6423 	 	 0.3851
[2024/02/06 01:22:28] - 7 	 106.9 	 	 18.8 	 	 0.1000 	 1.2738 	 0.5940 	 1.7180 	 	 0.3565 	 	 1.2346 	 0.6010 	 1.6258 	 	 0.3970
[2024/02/06 01:24:36] - 8 	 107.6 	 	 20.0 	 	 0.1000 	 1.2331 	 0.6094 	 1.6915 	 	 0.3625 	 	 1.2097 	 0.5959 	 1.6518 	 	 0.3676
[2024/02/06 01:26:43] - 9 	 107.6 	 	 19.3 	 	 0.1000 	 1.2001 	 0.6286 	 1.6718 	 	 0.3723 	 	 1.1870 	 0.6204 	 1.5995 	 	 0.4006
[2024/02/06 01:28:46] - 10 	 104.2 	 	 18.9 	 	 0.1000 	 1.1751 	 0.6394 	 1.6555 	 	 0.3802 	 	 1.2599 	 0.5965 	 1.6692 	 	 0.3984
[2024/02/06 01:30:49] - 11 	 103.5 	 	 18.9 	 	 0.1000 	 1.1515 	 0.6479 	 1.6417 	 	 0.3861 	 	 1.0672 	 0.6565 	 1.5884 	 	 0.4016
[2024/02/06 01:32:53] - 12 	 104.6 	 	 19.5 	 	 0.1000 	 1.1308 	 0.6580 	 1.6267 	 	 0.3913 	 	 1.1480 	 0.6510 	 1.5752 	 	 0.4162
[2024/02/06 01:34:57] - 13 	 104.4 	 	 19.2 	 	 0.1000 	 1.1160 	 0.6648 	 1.6166 	 	 0.3953 	 	 1.0361 	 0.6531 	 1.5476 	 	 0.4182
[2024/02/06 01:37:04] - 14 	 108.2 	 	 19.1 	 	 0.1000 	 1.0918 	 0.6758 	 1.6004 	 	 0.3979 	 	 1.0887 	 0.6633 	 1.5503 	 	 0.4182
[2024/02/06 01:39:08] - 15 	 104.8 	 	 18.8 	 	 0.1000 	 1.0771 	 0.6812 	 1.5905 	 	 0.4046 	 	 1.0885 	 0.6556 	 1.5788 	 	 0.4114
[2024/02/06 01:41:10] - 16 	 102.9 	 	 19.7 	 	 0.1000 	 1.0651 	 0.6855 	 1.5818 	 	 0.4066 	 	 1.0607 	 0.6710 	 1.5328 	 	 0.4171
[2024/02/06 01:43:14] - 17 	 104.4 	 	 19.4 	 	 0.1000 	 1.0587 	 0.6874 	 1.5769 	 	 0.4078 	 	 1.0923 	 0.6405 	 1.5722 	 	 0.4114
[2024/02/06 01:45:18] - 18 	 105.5 	 	 18.8 	 	 0.1000 	 1.0455 	 0.6929 	 1.5682 	 	 0.4136 	 	 1.0174 	 0.6611 	 1.5508 	 	 0.4131
[2024/02/06 01:47:20] - 19 	 103.0 	 	 19.0 	 	 0.1000 	 1.0335 	 0.6997 	 1.5589 	 	 0.4157 	 	 1.0309 	 0.6728 	 1.5175 	 	 0.4333
[2024/02/06 01:49:26] - 20 	 106.1 	 	 19.0 	 	 0.1000 	 1.0227 	 0.7025 	 1.5504 	 	 0.4192 	 	 0.9882 	 0.6745 	 1.5179 	 	 0.4329
[2024/02/06 01:51:31] - 21 	 105.5 	 	 19.5 	 	 0.1000 	 1.0174 	 0.7034 	 1.5455 	 	 0.4216 	 	 0.9835 	 0.6909 	 1.5389 	 	 0.4296
[2024/02/06 01:53:34] - 22 	 104.1 	 	 19.5 	 	 0.1000 	 1.0072 	 0.7108 	 1.5424 	 	 0.4221 	 	 0.9883 	 0.6804 	 1.5200 	 	 0.4245
[2024/02/06 01:55:38] - 23 	 104.8 	 	 19.1 	 	 0.1000 	 1.0034 	 0.7092 	 1.5374 	 	 0.4249 	 	 0.9517 	 0.6831 	 1.5747 	 	 0.4172
[2024/02/06 01:57:41] - 24 	 103.8 	 	 19.2 	 	 0.1000 	 0.9973 	 0.7158 	 1.5326 	 	 0.4241 	 	 0.9693 	 0.6852 	 1.5225 	 	 0.4397
[2024/02/06 01:59:46] - 25 	 105.7 	 	 19.3 	 	 0.1000 	 0.9829 	 0.7190 	 1.5246 	 	 0.4279 	 	 0.9642 	 0.7085 	 1.4999 	 	 0.4400
[2024/02/06 02:01:51] - 26 	 104.7 	 	 19.7 	 	 0.1000 	 0.9885 	 0.7162 	 1.5262 	 	 0.4257 	 	 0.9590 	 0.6798 	 1.4943 	 	 0.4299
[2024/02/06 02:03:54] - 27 	 104.0 	 	 18.8 	 	 0.1000 	 0.9783 	 0.7205 	 1.5187 	 	 0.4300 	 	 0.9373 	 0.6998 	 1.5340 	 	 0.4278
[2024/02/06 02:05:58] - 28 	 103.9 	 	 20.0 	 	 0.1000 	 0.9747 	 0.7250 	 1.5165 	 	 0.4308 	 	 0.9530 	 0.7163 	 1.4928 	 	 0.4369
[2024/02/06 02:08:02] - 29 	 105.0 	 	 19.2 	 	 0.1000 	 0.9690 	 0.7258 	 1.5121 	 	 0.4321 	 	 0.9707 	 0.7062 	 1.4832 	 	 0.4560
[2024/02/06 02:10:03] - 30 	 101.9 	 	 19.0 	 	 0.1000 	 0.9616 	 0.7297 	 1.5068 	 	 0.4344 	 	 0.9254 	 0.7261 	 1.4447 	 	 0.4599
[2024/02/06 02:12:07] - 31 	 104.3 	 	 19.8 	 	 0.1000 	 0.9572 	 0.7318 	 1.5039 	 	 0.4358 	 	 0.9683 	 0.7080 	 1.4723 	 	 0.4454
[2024/02/06 02:14:11] - 32 	 104.2 	 	 19.4 	 	 0.1000 	 0.9562 	 0.7313 	 1.5023 	 	 0.4352 	 	 0.9442 	 0.7339 	 1.4660 	 	 0.4446
[2024/02/06 02:16:13] - 33 	 102.8 	 	 19.2 	 	 0.1000 	 0.9532 	 0.7314 	 1.5000 	 	 0.4392 	 	 0.9311 	 0.7132 	 1.4747 	 	 0.4476
[2024/02/06 02:18:17] - 34 	 105.4 	 	 18.9 	 	 0.1000 	 0.9462 	 0.7351 	 1.4951 	 	 0.4378 	 	 0.9307 	 0.6900 	 1.5093 	 	 0.4279
