pyxis: importing docker image: pytorch/pytorch:1.11.0-cuda11.3-cudnn8-runtime
[2024/02/02 02:01:21] - Namespace(attack='pgd', attack_iters=10, batch_size=128, chkpt_iters=10, cutout=False, cutout_len=None, data_dir='../cifar-data', epochs=200, epsilon=8, eval=False, fgsm_alpha=1.25, fgsm_init='random', fname='cifar_model', half=False, l1=0, l2=0, lr_drop_epoch=100, lr_max=0.1, lr_one_drop=0.01, lr_schedule='piecewise', mixup=False, mixup_alpha=None, model='PreActResNet18', norm='l_inf', pgd_alpha=2, restarts=1, resume=0, seed=0, val=False, width_factor=10)
[2024/02/02 02:01:21] - model: PreActResNet18
[2024/02/02 02:01:21] - l2: 0
[2024/02/02 02:01:21] - l1: 0
[2024/02/02 02:01:21] - batch_size: 128
[2024/02/02 02:01:21] - data_dir: ../cifar-data
[2024/02/02 02:01:21] - epochs: 200
[2024/02/02 02:01:21] - lr_schedule: piecewise
[2024/02/02 02:01:21] - lr_max: 0.1
[2024/02/02 02:01:21] - lr_one_drop: 0.01
[2024/02/02 02:01:21] - lr_drop_epoch: 100
[2024/02/02 02:01:21] - attack: pgd
[2024/02/02 02:01:21] - epsilon: 8
[2024/02/02 02:01:21] - attack_iters: 10
[2024/02/02 02:01:21] - restarts: 1
[2024/02/02 02:01:21] - pgd_alpha: 2
[2024/02/02 02:01:21] - fgsm_alpha: 1.25
[2024/02/02 02:01:21] - norm: l_inf
[2024/02/02 02:01:21] - fgsm_init: random
[2024/02/02 02:01:21] - fname: cifar_model
[2024/02/02 02:01:21] - seed: 0
[2024/02/02 02:01:21] - half: False
[2024/02/02 02:01:21] - width_factor: 10
[2024/02/02 02:01:21] - resume: 0
[2024/02/02 02:01:21] - cutout: False
[2024/02/02 02:01:21] - cutout_len: None
[2024/02/02 02:01:21] - mixup: False
[2024/02/02 02:01:21] - mixup_alpha: None
[2024/02/02 02:01:21] - eval: False
[2024/02/02 02:01:21] - val: False
[2024/02/02 02:01:21] - chkpt_iters: 10
Downloading https://www.cs.toronto.edu/~kriz/cifar-10-python.tar.gz to ../cifar-data/cifar-10-python.tar.gz
  0%|          | 0/170498071 [00:00<?, ?it/s]  0%|          | 8192/170498071 [00:00<36:55, 76965.57it/s]  0%|          | 39936/170498071 [00:00<13:55, 204027.18it/s]  0%|          | 96256/170498071 [00:00<08:10, 347721.56it/s]  0%|          | 208896/170498071 [00:00<04:34, 619483.70it/s]  0%|          | 440320/170498071 [00:00<02:26, 1161851.62it/s]  1%|          | 904192/170498071 [00:00<01:16, 2212662.14it/s]  1%|          | 1824768/170498071 [00:00<00:39, 4250491.92it/s]  2%|▏         | 3672064/170498071 [00:00<00:20, 8291601.37it/s]  4%|▍         | 6808576/170498071 [00:00<00:11, 14674238.13it/s]  6%|▌         | 9928704/170498071 [00:01<00:08, 18982956.89it/s]  8%|▊         | 13064192/170498071 [00:01<00:07, 21948807.62it/s]  9%|▉         | 16192512/170498071 [00:01<00:06, 23989236.65it/s] 11%|█▏        | 19312640/170498071 [00:01<00:05, 25283256.32it/s] 13%|█▎        | 22432768/170498071 [00:01<00:05, 26269498.30it/s] 15%|█▍        | 25552896/170498071 [00:01<00:05, 26946822.67it/s] 17%|█▋        | 28664832/170498071 [00:01<00:05, 27409489.52it/s] 19%|█▊        | 31776768/170498071 [00:01<00:05, 27726021.82it/s] 20%|██        | 34896896/170498071 [00:01<00:04, 27919135.69it/s] 22%|██▏       | 37944320/170498071 [00:02<00:05, 24994640.69it/s] 24%|██▍       | 40928256/170498071 [00:02<00:05, 25437837.80it/s] 26%|██▌       | 44008448/170498071 [00:02<00:04, 26062599.38it/s] 28%|██▊       | 47128576/170498071 [00:02<00:04, 25786500.13it/s] 29%|██▉       | 49984512/170498071 [00:02<00:04, 25717533.72it/s] 31%|███       | 52840448/170498071 [00:02<00:04, 25571117.58it/s] 33%|███▎      | 55824384/170498071 [00:02<00:04, 25681441.90it/s] 34%|███▍      | 58688512/170498071 [00:02<00:04, 25728610.92it/s] 36%|███▌      | 61544448/170498071 [00:03<00:04, 25590969.15it/s] 38%|███▊      | 64248832/170498071 [00:03<00:04, 25919337.19it/s] 39%|███▉      | 66976768/170498071 [00:03<00:03, 26215448.24it/s] 41%|████      | 69604352/170498071 [00:03<00:03, 26138765.81it/s] 42%|████▏     | 72222720/170498071 [00:03<00:03, 25548810.35it/s] 44%|████▍     | 74781696/170498071 [00:03<00:03, 25031805.29it/s] 46%|████▌     | 77616128/170498071 [00:03<00:03, 24921384.03it/s] 47%|████▋     | 80608256/170498071 [00:03<00:03, 25076834.32it/s] 49%|████▉     | 83520512/170498071 [00:03<00:03, 25193780.03it/s] 51%|█████     | 86488064/170498071 [00:04<00:03, 25391427.36it/s] 52%|█████▏    | 89480192/170498071 [00:04<00:03, 25541438.34it/s] 54%|█████▍    | 92336128/170498071 [00:04<00:03, 24479737.56it/s] 56%|█████▌    | 95288320/170498071 [00:04<00:03, 24500280.43it/s] 58%|█████▊    | 98264064/170498071 [00:04<00:02, 25001485.12it/s] 59%|█████▉    | 101184512/170498071 [00:04<00:02, 25384924.16it/s] 61%|██████    | 104296448/170498071 [00:04<00:02, 26276565.26it/s] 63%|██████▎   | 107416576/170498071 [00:04<00:02, 26263285.31it/s] 65%|██████▍   | 110408704/170498071 [00:04<00:02, 26245317.07it/s] 67%|██████▋   | 113480704/170498071 [00:05<00:02, 26372032.78it/s] 68%|██████▊   | 116408320/170498071 [00:05<00:02, 26292819.91it/s] 70%|███████   | 119520256/170498071 [00:05<00:01, 26672669.28it/s] 72%|███████▏  | 122568704/170498071 [00:05<00:01, 26748645.47it/s] 74%|███████▎  | 125616128/170498071 [00:05<00:01, 26876788.63it/s] 75%|███████▌  | 128688128/170498071 [00:05<00:01, 27186759.89it/s] 77%|███████▋  | 131808256/170498071 [00:05<00:01, 26989974.99it/s] 79%|███████▉  | 134888448/170498071 [00:05<00:01, 26968074.65it/s] 81%|████████  | 137992192/170498071 [00:05<00:01, 26948778.90it/s] 83%|████████▎ | 141064192/170498071 [00:06<00:01, 27286881.90it/s] 85%|████████▍ | 144167936/170498071 [00:06<00:00, 27610480.39it/s] 86%|████████▋ | 147272704/170498071 [00:06<00:00, 27685570.71it/s] 88%|████████▊ | 150344704/170498071 [00:06<00:00, 27831979.37it/s] 90%|█████████ | 153448448/170498071 [00:06<00:00, 27991915.74it/s] 92%|█████████▏| 156552192/170498071 [00:06<00:00, 28130839.91it/s] 94%|█████████▎| 159655936/170498071 [00:06<00:00, 28218925.69it/s] 95%|█████████▌| 162752512/170498071 [00:06<00:00, 28253258.79it/s] 97%|█████████▋| 165872640/170498071 [00:06<00:00, 28349187.55it/s] 99%|█████████▉| 168960000/170498071 [00:07<00:00, 28359438.25it/s]170499072it [00:07, 23942594.81it/s]                               
[2024/02/02 02:01:34] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
Extracting ../cifar-data/cifar-10-python.tar.gz to ../cifar-data
Files already downloaded and verified
[2024/02/02 02:03:00] - 0 	 73.9 	 	 13.1 	 	 0.1000 	 1.9653 	 0.2799 	 2.1579 	 	 0.1989 	 	 1.7572 	 0.3620 	 1.9927 	 	 0.2696
[2024/02/02 02:04:25] - 1 	 71.0 	 	 13.2 	 	 0.1000 	 1.6999 	 0.3936 	 1.9741 	 	 0.2603 	 	 1.6280 	 0.4543 	 1.8740 	 	 0.3094
[2024/02/02 02:05:48] - 2 	 69.9 	 	 12.9 	 	 0.1000 	 1.5784 	 0.4474 	 1.9008 	 	 0.2855 	 	 1.5355 	 0.4748 	 1.8263 	 	 0.3183
[2024/02/02 02:07:10] - 3 	 69.1 	 	 13.3 	 	 0.1000 	 1.4777 	 0.4911 	 1.8388 	 	 0.3096 	 	 1.3812 	 0.5325 	 1.7463 	 	 0.3461
[2024/02/02 02:08:33] - 4 	 69.8 	 	 13.0 	 	 0.1000 	 1.4007 	 0.5273 	 1.7910 	 	 0.3257 	 	 1.3135 	 0.5351 	 1.7225 	 	 0.3493
[2024/02/02 02:09:56] - 5 	 69.9 	 	 13.0 	 	 0.1000 	 1.3298 	 0.5621 	 1.7467 	 	 0.3437 	 	 1.2493 	 0.6113 	 1.6514 	 	 0.3764
[2024/02/02 02:11:19] - 6 	 70.0 	 	 13.0 	 	 0.1000 	 1.2735 	 0.5881 	 1.7092 	 	 0.3545 	 	 1.1945 	 0.6198 	 1.6169 	 	 0.4004
[2024/02/02 02:12:42] - 7 	 69.8 	 	 12.8 	 	 0.1000 	 1.2294 	 0.6087 	 1.6825 	 	 0.3666 	 	 1.2177 	 0.6057 	 1.6159 	 	 0.3998
[2024/02/02 02:14:05] - 8 	 70.2 	 	 13.3 	 	 0.1000 	 1.1890 	 0.6256 	 1.6557 	 	 0.3729 	 	 1.1584 	 0.6231 	 1.6118 	 	 0.3849
[2024/02/02 02:15:28] - 9 	 69.4 	 	 12.9 	 	 0.1000 	 1.1603 	 0.6407 	 1.6377 	 	 0.3812 	 	 1.1488 	 0.6421 	 1.5669 	 	 0.4148
[2024/02/02 02:16:51] - 10 	 70.1 	 	 12.9 	 	 0.1000 	 1.1328 	 0.6527 	 1.6203 	 	 0.3896 	 	 1.1665 	 0.6375 	 1.5769 	 	 0.4246
[2024/02/02 02:18:15] - 11 	 70.0 	 	 13.6 	 	 0.1000 	 1.1157 	 0.6602 	 1.6104 	 	 0.3953 	 	 1.0630 	 0.6565 	 1.5750 	 	 0.4144
[2024/02/02 02:19:37] - 12 	 69.4 	 	 12.9 	 	 0.1000 	 1.0940 	 0.6694 	 1.5941 	 	 0.3999 	 	 1.1125 	 0.6636 	 1.5597 	 	 0.4242
[2024/02/02 02:20:59] - 13 	 69.2 	 	 12.9 	 	 0.1000 	 1.0792 	 0.6772 	 1.5835 	 	 0.4048 	 	 1.0214 	 0.6661 	 1.5289 	 	 0.4292
[2024/02/02 02:22:22] - 14 	 69.7 	 	 13.3 	 	 0.1000 	 1.0557 	 0.6868 	 1.5669 	 	 0.4093 	 	 1.0771 	 0.6625 	 1.5346 	 	 0.4235
[2024/02/02 02:23:45] - 15 	 70.5 	 	 13.0 	 	 0.1000 	 1.0419 	 0.6936 	 1.5575 	 	 0.4140 	 	 1.0527 	 0.6610 	 1.5836 	 	 0.4124
[2024/02/02 02:25:08] - 16 	 69.8 	 	 13.2 	 	 0.1000 	 1.0322 	 0.6957 	 1.5513 	 	 0.4146 	 	 1.0525 	 0.6784 	 1.5195 	 	 0.4241
[2024/02/02 02:26:32] - 17 	 70.2 	 	 12.9 	 	 0.1000 	 1.0241 	 0.6996 	 1.5454 	 	 0.4165 	 	 1.0436 	 0.6540 	 1.5318 	 	 0.4235
[2024/02/02 02:27:55] - 18 	 70.7 	 	 13.1 	 	 0.1000 	 1.0063 	 0.7043 	 1.5318 	 	 0.4213 	 	 1.0131 	 0.6696 	 1.5252 	 	 0.4249
[2024/02/02 02:29:19] - 19 	 70.2 	 	 13.0 	 	 0.1000 	 0.9990 	 0.7110 	 1.5278 	 	 0.4239 	 	 1.0043 	 0.6829 	 1.4946 	 	 0.4428
[2024/02/02 02:30:41] - 20 	 69.8 	 	 12.9 	 	 0.1000 	 0.9885 	 0.7116 	 1.5183 	 	 0.4284 	 	 0.9706 	 0.6822 	 1.4888 	 	 0.4462
[2024/02/02 02:32:04] - 21 	 69.2 	 	 13.5 	 	 0.1000 	 0.9804 	 0.7152 	 1.5115 	 	 0.4317 	 	 0.9871 	 0.7021 	 1.4746 	 	 0.4550
[2024/02/02 02:33:27] - 22 	 69.8 	 	 13.1 	 	 0.1000 	 0.9747 	 0.7200 	 1.5113 	 	 0.4296 	 	 0.9681 	 0.6942 	 1.5005 	 	 0.4282
[2024/02/02 02:34:50] - 23 	 69.9 	 	 12.9 	 	 0.1000 	 0.9691 	 0.7210 	 1.5066 	 	 0.4316 	 	 0.9366 	 0.6993 	 1.4958 	 	 0.4392
[2024/02/02 02:36:14] - 24 	 70.4 	 	 13.1 	 	 0.1000 	 0.9644 	 0.7251 	 1.5020 	 	 0.4326 	 	 0.9574 	 0.6846 	 1.5369 	 	 0.4365
[2024/02/02 02:37:37] - 25 	 70.9 	 	 13.0 	 	 0.1000 	 0.9487 	 0.7321 	 1.4927 	 	 0.4371 	 	 0.9363 	 0.7265 	 1.4743 	 	 0.4495
[2024/02/02 02:39:01] - 26 	 70.2 	 	 13.0 	 	 0.1000 	 0.9533 	 0.7274 	 1.4940 	 	 0.4348 	 	 0.9215 	 0.6951 	 1.4781 	 	 0.4404
[2024/02/02 02:40:24] - 27 	 70.2 	 	 13.2 	 	 0.1000 	 0.9444 	 0.7325 	 1.4875 	 	 0.4363 	 	 0.9042 	 0.7189 	 1.4794 	 	 0.4454
[2024/02/02 02:41:47] - 28 	 70.5 	 	 13.0 	 	 0.1000 	 0.9385 	 0.7344 	 1.4836 	 	 0.4408 	 	 0.9508 	 0.7187 	 1.4899 	 	 0.4436
[2024/02/02 02:43:10] - 29 	 69.6 	 	 13.1 	 	 0.1000 	 0.9381 	 0.7344 	 1.4817 	 	 0.4392 	 	 0.9474 	 0.7157 	 1.4619 	 	 0.4572
[2024/02/02 02:44:33] - 30 	 69.6 	 	 13.5 	 	 0.1000 	 0.9277 	 0.7385 	 1.4757 	 	 0.4431 	 	 0.8907 	 0.7356 	 1.4579 	 	 0.4490
[2024/02/02 02:45:56] - 31 	 69.9 	 	 13.1 	 	 0.1000 	 0.9228 	 0.7411 	 1.4735 	 	 0.4410 	 	 0.9976 	 0.7129 	 1.4850 	 	 0.4513
[2024/02/02 02:47:20] - 32 	 70.6 	 	 12.9 	 	 0.1000 	 0.9232 	 0.7412 	 1.4704 	 	 0.4442 	 	 0.9067 	 0.7381 	 1.4535 	 	 0.4524
[2024/02/02 02:48:43] - 33 	 69.6 	 	 13.2 	 	 0.1000 	 0.9189 	 0.7431 	 1.4683 	 	 0.4452 	 	 0.9447 	 0.7083 	 1.4904 	 	 0.4386
