[2024/02/07 04:14:14] - Namespace(attack='pgd', attack_iters=10, batch_size=128, chkpt_iters=10, cutout=False, cutout_len=None, data_dir='../cifar-data', epochs=200, epsilon=8, eval=False, fgsm_alpha=1.25, fgsm_init='random', fname='cifar_model', half=False, l1=0, l2=0, lr_drop_epoch=100, lr_max=0.1, lr_one_drop=0.01, lr_schedule='multipledecay', mixup=False, mixup_alpha=None, model='PreActResNet18', norm='l_inf', pgd_alpha=2, restarts=1, resume=0, seed=0, val=False, width_factor=10)
[2024/02/07 04:14:14] - model: PreActResNet18
[2024/02/07 04:14:14] - l2: 0
[2024/02/07 04:14:14] - l1: 0
[2024/02/07 04:14:14] - batch_size: 128
[2024/02/07 04:14:14] - data_dir: ../cifar-data
[2024/02/07 04:14:14] - epochs: 200
[2024/02/07 04:14:14] - lr_schedule: multipledecay
[2024/02/07 04:14:14] - lr_max: 0.1
[2024/02/07 04:14:14] - lr_one_drop: 0.01
[2024/02/07 04:14:14] - lr_drop_epoch: 100
[2024/02/07 04:14:14] - attack: pgd
[2024/02/07 04:14:14] - epsilon: 8
[2024/02/07 04:14:14] - attack_iters: 10
[2024/02/07 04:14:14] - restarts: 1
[2024/02/07 04:14:14] - pgd_alpha: 2
[2024/02/07 04:14:14] - fgsm_alpha: 1.25
[2024/02/07 04:14:14] - norm: l_inf
[2024/02/07 04:14:14] - fgsm_init: random
[2024/02/07 04:14:14] - fname: cifar_model
[2024/02/07 04:14:14] - seed: 0
[2024/02/07 04:14:14] - half: False
[2024/02/07 04:14:14] - width_factor: 10
[2024/02/07 04:14:14] - resume: 0
[2024/02/07 04:14:14] - cutout: False
[2024/02/07 04:14:14] - cutout_len: None
[2024/02/07 04:14:14] - mixup: False
[2024/02/07 04:14:14] - mixup_alpha: None
[2024/02/07 04:14:14] - eval: False
[2024/02/07 04:14:14] - val: False
[2024/02/07 04:14:14] - chkpt_iters: 10
[2024/02/07 04:14:16] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
Files already downloaded and verified
Files already downloaded and verified
[2024/02/07 04:17:32] - 0 	 167.4 	 	 28.1 	 	 0.1000 	 1.9720 	 0.2813 	 2.1662 	 	 0.1978 	 	 1.7877 	 0.3528 	 2.0144 	 	 0.2601
[2024/02/07 04:20:33] - 1 	 152.9 	 	 28.1 	 	 0.1000 	 1.7325 	 0.3863 	 1.9997 	 	 0.2558 	 	 1.6588 	 0.4351 	 1.8932 	 	 0.2967
[2024/02/07 04:23:34] - 2 	 153.5 	 	 28.1 	 	 0.1000 	 1.6191 	 0.4338 	 1.9305 	 	 0.2797 	 	 1.5417 	 0.4703 	 1.8422 	 	 0.3130
[2024/02/07 04:26:34] - 3 	 152.0 	 	 28.1 	 	 0.1000 	 1.5247 	 0.4782 	 1.8740 	 	 0.3003 	 	 1.4413 	 0.4987 	 1.7907 	 	 0.3232
[2024/02/07 04:29:35] - 4 	 152.4 	 	 28.2 	 	 0.1000 	 1.4500 	 0.5136 	 1.8320 	 	 0.3151 	 	 1.3420 	 0.5321 	 1.7097 	 	 0.3581
[2024/02/07 04:32:36] - 5 	 153.2 	 	 28.0 	 	 0.1000 	 1.3806 	 0.5462 	 1.7884 	 	 0.3330 	 	 1.2747 	 0.5906 	 1.6787 	 	 0.3528
[2024/02/07 04:35:38] - 6 	 153.2 	 	 28.2 	 	 0.1000 	 1.3240 	 0.5736 	 1.7529 	 	 0.3453 	 	 1.2157 	 0.6165 	 1.6595 	 	 0.3835
[2024/02/07 04:38:39] - 7 	 152.8 	 	 28.2 	 	 0.1000 	 1.2788 	 0.5952 	 1.7259 	 	 0.3576 	 	 1.2292 	 0.5996 	 1.6349 	 	 0.3935
[2024/02/07 04:41:39] - 8 	 152.6 	 	 28.1 	 	 0.1000 	 1.2421 	 0.6087 	 1.7023 	 	 0.3600 	 	 1.2123 	 0.5975 	 1.6549 	 	 0.3683
[2024/02/07 04:44:40] - 9 	 152.8 	 	 27.9 	 	 0.1000 	 1.2115 	 0.6249 	 1.6836 	 	 0.3699 	 	 1.2025 	 0.6082 	 1.6062 	 	 0.4054
